id_softwerk;COD PRODUCTO;NOMBRE PRODUCTO
16199;10989;LECHE NUTRILON SIN LACTOSA X 800 GR
10976;10776;Leche Peti Junior x400
10927;10755;Leche sancor bebe 2 x 200ml
10475;10475;LECHE SANCOR BEBE 2 X 500 ML
8996;7436;LECHE SANCOR BEBE 2 X 800 GR
10563;10540;LECHE SANCOR BEBE 3 X 1LT
10476;10476;LECHE SANCOR BEBE 3 X 800 GR
16051;10554;LECHE SUSTENTA JUNIOR SIN LACTOSA X 400GR
7994;9094;LECHE VITAL N° 1 DE 800 G
7995;9095;LECHE VITAL N° 2 DE 800 G
10477;10477;LECHE VITAL N° 3 DE 200ML
10478;10478;LECHE VITAL N°3 X 250ML
2139;A-09;LECHE VITAL Nº 3 DE 800 G
16087;10658;LECHE VITAL RR 350GR
7575;516;LIDOCAINA 2% 25 ML
10380;9165;LIDOCAINA 50ML
7691;9026;LIMPIADOR PIEL COLOPLAST X 180 REF 4710
16183;10979;Linea doble rama Pediatrico ASTRAL (original)
8160;7401;LINEA PAC DOBLE RAMA AIROX PEDIATRICA
6236;LLA;LLAVE 3 VIAS
10479;10479;LLAVE 3 VIAS CON PROLONGADOR 50CM
1989;D-76;LLAVE DE 3 VIAS C/ PROLONGADOR 30 CM
7971;9083;MACRIL |ANDRÓMACO|CREMA X 20GR
11075;10900;Manguera de succion para aspirador x mts
16193;10985;MANOMETRO PARA MEDICION DE LA PRESION DEL BALON DE TQT
7334;7334;MASCARA PARA NBL
8195;7454;MASCARA PARA OXIGENO C/ RESERV. ADULTO
8156;7396;MASCARA PARA OXIGENO C/ RESERV. PEDIÁTRICO
2152;IN-02;MATERIAL DESCARTABLE
9021;9119;MEDIDOR DE GLUCEMIA Y DISPOSITIVO DE PUNCION
1778;MELATONINA;MELATOL 3MG
16194;10986;MICRO NEBULIZADOR PARA TQT
8265;239;Microgotero con medidor volumetrico s/aguja
13210;11020;MUCOSUCTOR PEDATRICO
7972;9084;MUPIROCINA |INVESTI|CREMA X 15GR (PALDAR)
7944;9069;NIDO FORTIGROW DESLACTOSADA X 400GR.
10480;10480;NUTRAMIGEN LGG 357GR
10481;10481;NUTRICIA BAGO KAS1000 X 400GR SIN LACTOSA
13123;11011;NUTRILON 2 DE 200 ML
10482;10482;NUTRILON PROEXPERT PEPTI JUNIOR X 400
8221;5263;NUTRILON PROFUTURA 3 X 200 ML
7945;9070;NUTRILON PROFUTURA 3 X 800GRS
8222;7635;NUTRILON PROFUTURA 4 X 800 GRS
2028;A-02;NUTRILON SIN LACTOSA X 350GR
7946;9071;NUTRINI 1.0 ML |NUTRICIA BAGO| X 500ML
16182;10677;Nutrison advanced diason x 1000 ml
462;NUTSO;NUTRISON ADVANCED PROTISON 500ML
16092;10663;NUTRISON ENERGY 1500KL X 1000ML
2030;A-04;NUTRISON X 1000 ML
16125;10300;OBTURADORES DE JERINGAS
7947;9072;OLEO CALCÁREO 500ML
5470;72;Oleo Calcareo con aloe vera y vitamina A x 1 lt
10483;10483;OLEO CALCAREO X 1LT
10484;10484;OLEO CALCAREO X250
4024;OMEP20;OMEPRAZOL SUSPENSION
1523;OSM;OSMOLITE HN 1000ML
3761;OSTEL100;OSTELIM POTENCIA 100 X 10ML
15488;11935;OSTELIN ACD SOL 20 ML
14566;11912;OXIBUTININA SUSPENSIO
5947;2705;OXIGENO ESP DOMICILIARIO RECARGA 27M3 T
3623;OXIPUL;OXIMETRO DE PULSO PORTÁTIL
10943;10758;PANTOPRAZOL 10 MG
11709;10812;PANTOPRAZOL DE 40 MG
7948;9073;PAÑAL - INCONTINENCIA INTENSA - TALLE M
16159;10659;PAÑAL ADULTO COMODIN ULTRA ELASTIZADO ANATOMICO XL
10485;10485;PAÑAL ADULTO NONINO PLUS XG
10486;10486;PAÑAL ADULTO NONISEC BASIC G
10487;10487;PAÑAL ADULTO NONISEC ULTRA XG
10488;10488;PAÑAL ADULTO NONISEC ULTRA XXG
10489;10489;PAÑAL ADULTO PLENITUD CLASSIC G
10490;10490;PAÑAL ADULTO PLENITUD PROTEC G
16121;10998;PAÑAL ADULTO PLENITUD PROTEC XG
9389;9144;PAÑAL ADULTO PLENITUD PROTECT M
8223;2706;PAÑAL ANATÓMICO JUVENIL
16117;10972;PAÑAL BABY XXG
16144;10665;PAÑAL COMODIN ANATOMICO M
1302;PAÑJUV;PAÑAL DESCARTABLE JUVENIL - COMODIN
16332;10560;PAÑAL GOODNITES PEQ/MED
16270;10200;PAÑAL GOODNITES XL
16198;10988;PAÑAL INDASLIP XL9
10491;10491;PAÑAL INFANTIL PAMPERS SUPERSEC M
9395;9149;PAÑAL INFANTIL PAMPERS SUPERSEC XG
16324;10742;PAÑAL INFANTIL PAMPERS TALLE G
10554;10531;PAÑAL PAMPERS CONFORT SEC P
1550;10530;PAÑAL PAMPERS CONFORT SEC XG
16124;109800;PAÑAL PAMPERS PREMIUM CARE G
16167;10673;PAÑAL PLENITUD PROTEC PLUS (INCONTINENCIA INTENSA) EG
16065;10602;PAÑAL PLENITUD XG
10492;10492;PAÑALES ADULTOS L
10493;10493;PAÑALES ADULTOS M
10494;10494;PAÑALES ADULTOS S
10495;10495;PAÑALES ADULTOS XL
9390;9145;PAÑALES ADULTOS XL COMODIN
9392;9147;PAÑALES ADULTOS XL NONISEC BASICO
10496;10496;PAÑALES ADULTOS XXL
16113;10965;PAÑALES COMODIN ULTRA ELASTIZADOS ANATOMICOS G
16246;10695;PAÑALES ESTRELLA JUNIOR
15485;11939;PAÑALES ESTRELLAS BABY CARICIAS DE ALGODÓN
16127;10302;PAÑALES HUGGIES XXG
16066;10603;PAÑALES INDA SLIP TALLE M
16149;10549;PAÑALES INDASLIP PREMIUM S
16038;10842;PAÑALES INDASLIP TALLE L
16086;10692;PAÑALES INFANTIL BAY SEC TALLE XG
9000;9114;PAÑALES INFANTILES TALLE G
8999;9113;PAÑALES INFANTILES TALLE M
8998;9112;PAÑALES INFANTILES TALLE S
9001;9115;PAÑALES INFANTILES TALLE XG
10497;10497;PAÑALES INFANTILES TALLE XXG
16279;10210;PAÑALES INTERIOR CLASSIC PANT PLENITUD G/XG
11856;10991;Pañales pampers Confort sec extra plus XXG
6929;930316.1;PAÑALES PAMPERS CONFORT SEC HIPOALERGENICOS TALLE XXG
16166;10671;PAÑALES PAMPERS PREMIUM CARE XXG
10498;10498;PAÑALES PLENITUD ( BOLSA VIOLETA ) G
7991;9092;PAÑO JABONOSO 20 X 20 (PAQUETE X 20)
6505;PAÑO;PAÑOS JABONOSOS 20 X 20 ( PAQUETE DE 10)
14866;11930;PARACETAMOL GOTAS 50 ML
10499;10499;PARCHES OCULARES PEDIATRICO
11002;10778;Pasta lassar
15758;11942;pediasure clinical x 500
8169;7410;PEDIASURE COMPLETE X 400GR
10949;10763;PEDIASURE VAINILLA 220 ML
6515;PERV;PERVINOX JBN ESP TRADIC X 240 ML
7973;9085;PLAC-OUT |BERNABO|CLORHEXIDINA 0,12% COLUTORIO X 200ML
1673;PLAT;PLATSUL 30GR
2046;M-11;PLATSUL A CREMA X 350
8143;7380;PLATSUL X 200 GR
10500;10500;PLATSUL X400 GR
11266;10925;POLIETILEGLICOL BAREX SOBRES X 30
7693;9028;POLVO DE OSTOMIA 25G
7990;9091;POMADA HIPOGLOS (ANDROMACO) X 50 GRS
7694;9029;POMADA TIPO HIPOGLOS X100GRS
11663;10810;Povitiol Incoloro Spray x 60ml
13038;11100;Prolongador 2,8 MM/15 cm
10532;10529;PROLONGADOR 30CM
13734;11921;Prolongador Bifurcado con Válvula autosellante para vía PICC
10552;10528;PROLONGADOR BT 20- 50 CM
12227;11000;PROLONGADOR DE OXIMETRO 6M
8136;484;PROLONGADOR PT 26/100CM
7695;9030;PROLONGADOR PT 26/150
7696;9031;PROLONGADOR PT26/050
7698;3990;PROLONGADOR PT35
8318;470;PROLONGADOR T23 BT20 2.20MT
11735;10956;PROTEINA+ GRASA + CARBOHID+ ASOC.DIBEN X 500 ML
13117;11110;PROTEINA+ GRASA + CARBOHID+ ASOC.FRESUBIN ENERGY X 500 ML
12549;10891;QUETIAPINA 100 MG X 30 COMP
15709;11960;RAQUIFEROL D3 (COLECALCIFEROL GOTAS SOLUCIÓN ORAL 4ML)
14625;98;RECARGA TUBO DE 6 MTS
16114;10966;REFUERZA PAÑAL COMODIN G
5111;10757;REFUERZA PAÑAL M
16067;10604;REFUERZA PAÑAL XG
8266;240;REGULADOR DE FLUJO UNIFLOW
14975;11999;Repuesto de jabon liquido x500
2048;M-13;RISPERIDONA SOLUCION ORAL X100
6858;360;ROLLO DE PAPEL 30cm
11994;10970;ROLLO DE VENDA ELASTICA
5112;58ROPA/INT/P/INC. 8;ROPA INTERIOR P/INCONTINENCIA PLENITUD PROTEC M
9097;1272;SALBUTAMOL
10381;9166;SANCOR BEBE 1
14867;11931;SANITISANTE DE PIEL CON CLORHEXIDINA 250 ML
8194;5588;SANITIZANTE ACUOSO (RIFOCINA) SPRAY X 30 ML
8268;241;SANITIZANTE DESINFECTANTE 1LT COVID19
8199;4659;SANITIZANTE ESPUMA LIQUIDA P/MANOS EN AEROSOL X 70GR SMELL FRESH
9022;9120;SATUROMETRO CON MONITOR
4753;1436;SECALBUM X 250 GR
12555;SEN DESC;SENSOR DESCARTABLE PARA OXIMETRO
6011;SEN PED DESC;SENSOR DESCARTABLE PEDIATRICO
8910;7408;SENSOR MAXINI
16271;11200;SENSOR PARA SATUROMETRO (Marca OXIMAX N560)
4173;SENPEDSAT;SENSOR PEDIATRICO DESCARTABLE PARA SATURÓMETRO
7699;9033;SENSOR PEDIATRICO/ADULTO SPO2
6010;SEN PED;SENSORES DE OXIMETRO DE PULSO TIPO NELLCOR NEONATAL (NO PINZA)
11106;10907;SERETIDE 25/125 MCG X 120 DOSIS
11108;10908;Set de Alimentación Biomax 500 ( Cod FDB018)
10983;10774;SET DE CIRCUITO CERRADO DE ASPIRACION O SUCCION TRAQUEAL (CALIBRE 16 FRENCH)
11050;10803;SET DE INFUSION PARA ALIMENTACION POR BOMBA SILMAG 20 FRENCH
8912;5869;SET MANGUERA T63
7949;9074;SET PARA NEBULIZAR TRAQUEOTOMIA
11265;10923;SIMETICONA GOTAS
14343;11910;SOLUCION ACUOSA DE CLORHEXIDINA AL 2% X 100 ML
530;DEX250;SOLUCION DEXTROSA X 250 ML
7399;BB111;SOLUCION DEXTROZA X 500 ML
15892;5058;SOLUCIÓN FISIOLÓGICA AMPOLLA DE VIDRIO 5 ML
7700;9034;SOLUCION FISIOLOGICA AMPOLLA PLASTICO X 10 ML
7419;7339;SOLUCION FISIOLOGICA AMPOLLA PLASTICO X 5 ML
7417;7337;SOLUCION FISIOLOGICA X 100 ML
8269;242;SOLUCIÓN FISIOLÓGICA X 1LT
7418;7338;SOLUCION FISIOLOGICA X 250 ML
7398;BB110;SOLUCION FISIOLOGICA X 500 ML
6222;SONDA ALIMENT K 30;SONDA ALIMENT K 30
16329;107802;SONDA ASPIRACION 2,8MM 8FR
7701;9035;SONDA ASPIRACION ASPISON CAT179
16164;10667;SONDA ASPIRACION B-29P (BT-3529P)
8191;4855;SONDA ASPIRACION CANULA UNIPERF.25CM GT-25 PI - CEEMED
9026;9123;SONDA ASPIRACION CON REGULADOR TIPO K 26P (SA-31 KOLER)
7420;7340;SONDA ASPIRACION CON REGULADOR TIPO K 28P (SA-30 KOLER)
10501;10501;SONDA ASPIRACIÓN CON REGULADOR TIPO K 29P (SM-40P KOLER)
7410;BB123;SONDA ASPIRACION CON REGULADOR TIPO K 32P (SM-50P KOLER)
8087;9111;SONDA ASPIRACION K 29 CON REGULADOR (NOVA MED O KANGUYAN)
8826;9222;SONDA ASPIRACION K 30 CON REGULADOR
8865;2345;SONDA ASPIRACIÓN K 31 CON REGULADOR
6766;SOND K28;SONDA ASPIRACION K28
9397;9151;SONDA ASPIRACIÓN K29
10502;10502;SONDA ASPIRACION K30 SHINOBI
10503;10503;SONDA ASPIRACION KOLER SA-33 TIPO K24
8148;7386;SONDA ASPIRACION N°6 210-06 (SILMAG)
11096;10902;SONDA ASPIRACION TIPO K 32 (SM-50 KOLER)
16195;10987;SONDA B30P de ASPIRACION - BIOM
16156;10688;SONDA CON PROLONGADOR G-2935
10504;10504;SONDA CON REGULADOR K 31 SHINOBI
11731;10899;SONDA DE ALIMENTACION NASOGASTRICA IK-33 INTRATUB
120;K29;SONDA DE ASPIRACION K29 (SM-40 KOLER)
6508;SDA30;SONDA DE ASPIRACION K30 KOLER
10505;10505;SONDA FOLEY 2 VIAS N°24
10506;10506;SONDA FOLEY 2 VIAS N°24 SILICONADA
8829;9856;SONDA FOLEY 2 VIAS Nº 14
10507;10507;SONDA FOLEY 2 VIAS Nº 14 SILICONADA
7577;518;SONDA FOLEY 2 VIAS Nº 16
10508;10508;SONDA FOLEY 2 VIAS Nº 16 SILICONADA
7404;BB116;SONDA FOLEY 2 VIAS Nº 18
10509;10509;SONDA FOLEY 2 VIAS Nº 18 SILICONADA
7403;BB115;SONDA FOLEY 2 VIAS Nº 20
10510;10510;SONDA FOLEY 2 VIAS Nº 20 SILICONADA
7402;BB114;SONDA FOLEY 2 VIAS Nº 22
10511;10511;SONDA FOLEY 2 VIAS Nº 22 SILICONADA
13889;11121;SONDA FOLEY 2 VIAS Nº10
16185;10981;SONDA FOLEY 3 VIAS Nº 18
5594;104;SONDA FOLEY Nº 12
3802;FOL014;SONDA FOLEY SILICONADA 3 VIAS Nº14
7421;7341;SONDA K30 ASPIRACION
7423;7343;SONDA K32 ASPIRACION
8271;244;SONDA MIC- KEY 121 -12 FINA 18FR
8272;246;SONDA MIC- KEY 123 -12 GRUESA 18FR
7409;BB122;SONDA NASOGASTRICA K 108
7422;7342;SONDA NASOGASTRICA K 31 (S-23 KOLER)
7704;9038;SONDA NASOGASTRICA K 33 (S-20 KOLER)
10512;10512;SONDA NASOGASTRICA K-30 (10 FR)
1441;7230;SONDA NASOGASTRICA K-30 (S-28 KOLER)
8122;487;SONDA NASOGÁSTRICA K-35 (S-14 KOLER)
2011;D-98;SONDA NASOGASTRICA K29
2012;D-99;SONDA NASOGASTRICA K30
6180;391-12;SONDA NASOGASTRICA K9 SILMAG 391-12
8113;497;SONDA NASOGÁSTRICA SILICONADA 391-16 SILMAG
8687;1532;SONDA NASOGÁSTRICA SILICONADA 392-7 SILMAG
8112;498;SONDA NASOGÁSTRICA SILICONADA 392-9 SILMAG
16052;10555;SONDA NELATON GOMA ROJA 16FR
7951;9076;SONDA NELATON URETRAL K 92 Nº 8
8149;7387;SONDA NELATON URETRAL K 92 Nº 8 (KOLER)
8144;7381;SONDA NELATON URETRAL K 93 Nº12
10513;10513;SONDA NELATON URETRAL K 93 Nº12 (KOLER)
8274;250;SONDA NELATON URETRAL K 95 Nº16
8273;249;SONDA NELATON URETRAL K 96 Nº18
2010;D-97;SONDA NELATON URETRAL K 97 N°10 (KOLER)
8297;9785;SONDA NELATON URETRAL K 97 Nº10
8151;7389;SONDA P/ INHALACIÓN DE OXÍGENO O SUCCIÓN MUCUS 230-09
13772;11130;Sonda para aspiración G-31 MOD G3135K
11044;10802;SONDA SILICONADA DE ALIMENTACION Nº 7 SILMAG
16327;107800;SONDA SPEEDICATH . COD. 28412
16328;107801;SONDA SPEEDICATH COMPACT SET COD.28422
10514;10514;SONDA TOMFAC FIRST K10
16048;10551;Sonda Urinaria Femenina Coloplast 28512 sin látex
16049;10552;Sonda Urinaria Femenina Coloplast 28812 Speedicath Compact Plus sin latex
6507;SDA33;SONDA VESICAL K33
8275;251;SONDAS K-10 SNG
11010;10791;Sondas K-11
8276;252;SONDAS K-9 SNG
6483;SONSHI K-31;SONDAS SHINOBI K-31 NASOGASTRICA
11011;10792;Soporte de catéter extensible
15710;11934;SUCRALMAX
11012;10793;Suero fisiológico cloruro de sodio ampolla vidrio x 9 ml
8310;2022;SUERO SOLUCIÓN RINGER LACTATO 500 ML
16080;10652;SUJETADOR DE TRAQUEOTOMÍA PEDIÁTRICO YAFHO (REF 601103)
15975;11899;SUJETADOR P/TUBO ENDOTRAQUEAL
11263;10921;SULFATO DE ZINC
16085;10691;SUPLEMENTO FORTINI COMPACT MULTI FIBRE 125ml
12286;10994;SUPPORTAN 500ml EB
11269;10924;TALCO COPORAL X 500
8923;4585;TAPA FRASCO ASPIRADOR
8277;253;TAPÓN DE PICC
8278;254;TAPÓN DE PICC C/PROLONGADOR
9027;9124;TAPON TERAPIA INTERMITENTE
13053;10102;TELA |OPER TAPE| P/FIJACION 10MT.X 5 CM. |IHT|
16118;10974;TELA ADHESIVA MICROPOR / NO TEJIDA 2.5
4802;1TEN;TENSIÓMETRO
11584;10741;Tensiometro aneroide
127;TEN;TENSIOMETRO CON ESTETOSCOPIO
15490;11937;TERMOFREN GOTAS X 20 ML
9108;9127;TERMOMETRO
6614;245;TOALLAS DE PAPEL X 100
16169;10675;TOALLAS HUMEDAS HUGGIES TRIPLE PROTECCION X 96 UNIDADAES
8279;255;TOALLITAS DE ALCOHOL 70%
9002;9116;TOALLITAS HUMEDAS
11261;10919;TOPIRAMATO 50
8915;8545;TRAMPA DE AGUA
8866;2645;TUBO DE TRAQUEOSTOMÍA HILO EVAC C/BALÓN N°8
8867;2646;TUBO DE TRAQUEOTOMÍA HILO EVAC C/BALÓN N°6
7706;9040;TUBO ENDOCRANEAL Nº 10
7707;9041;TUBO ENDOCRANEAL Nº 11
7708;9042;TUBO ENDOCRANEAL Nº 12
7709;9043;TUBO ENDOCRANEAL Nº 13
7710;9044;TUBO ENDOCRANEAL Nº 14
7711;9045;TUBO ENDOCRANEAL Nº 15
7712;9046;TUBO ENDOCRANEAL Nº 16
7713;9047;TUBO ENDOCRANEAL Nº 17
7714;9048;TUBO ENDOCRANEAL Nº 18
7715;9049;TUBO ENDOCRANEAL Nº 19
7716;9050;TUBO ENDOCRANEAL Nº 20
7717;9051;TUBO ENDOCRANEAL Nº 21
7718;9052;TUBO ENDOCRANEAL Nº 22
7719;9053;TUBO ENDOCRANEAL Nº 23
7720;9054;TUBO ENDOCRANEAL Nº 24
7721;9055;TUBO ENDOCRANEAL Nº 25
6009;TUB 4 C/BALON;TUBO ENDOTRAQUEAI Nº4.0 CON BALON
126;TUB001;TUBO ENDOTRAQUEAL 3,5 CON BALON
2019;D-106;TUBO ENDOTRAQUEAL 4.5 CON BALON
10515;10515;TUBO ENDOTRAQUEAL N 3.0 SIN BALON
10516;10516;TUBO ENDOTRAQUEAL N 5.0 SIN BALON
14650;11035;TUBO ENDOTRAQUEAL Nº 2 SIN BALON
8192;4856;TUBO ENDOTRAQUEAL Nº 2.5 SIN BALON
7952;9077;TUBO ENDOTRAQUEAL Nº 3.5 SIN BALÓN
6008;TUBO END 4 C/BALON;TUBO ENDOTRAQUEAL Nº 4.0 CON BALON AURINCO
7953;9078;TUBO ENDOTRAQUEAL Nº 4.0 SIN BALÓN
8193;8523;TUBO ENDOTRAQUEAL Nº 4.5 SIN BALON
10517;10517;TUBO ENDOTRAQUEAL Nº 6.5 CON BALON
8008;9104;TUBO ENDOTRAQUEAL Nº 6.5 SIN BALON
7722;9056;TUBO ENDOTRAQUEAL SHILEY Nº 5.0 MM CON BALON
10518;10518;TUBO OXIGENO DE 2M3 CON REGULADOR
8909;7403;TUBULADURA 15MM
16325;10743;TUBULADURA CON TERMINAL DE CONEXION DE OXIGENO
11267;10926;TUBULADURA DE PVC 7 X9
8161;7402;TUBULADURA DESC. CORTA
425;TUBUL;TUBULADURA PARA CONCENTRADOR DE OXIGENO 10MTS
7954;9079;TUBULADURA T-63 X 2MTS ESTÉRIL
13381;11013;TUBULADURA T-95 X 2MTS ESTÉRIL
15491;11938;ULCOZOL SUSPENSION POLVO
14962;11998;Ulcozol suspension x 70 ml
11271;10928;UNIFLOX 750 X 5 COMP
8118;492;UROSET
7425;7345;VALVULA DE FONACION SHLIEY
3219;25;VALVULA DE FONACIONCON APORTE O2 SHILEY
8280;256;VASELINA LIQUIDA 125 ML
8281;257;VASELINA LIQUIDA 500 ML
7578;519;VASELINA LIQUIDA X 1000 ML
10519;10519;VASELINA SOLIDA 1 KG
8283;259;VASELINA SÓLIDA 100ML
11101;10905;VASELINA SOLIDA 250GR
6615;247;Vaso humificador bajo flujo
8202;7856;VASO PARA ASPIRADOR A BATERIA
16147;7857;VASO PARA ASPIRADOR A MOTOR
8158;7398;VENDA ADHERENTE COBAN 10CM
7426;7346;VENDA CAMBRIDGE 10 CM
7427;7347;VENDA CAMBRIDGE 15 CM
7428;7348;VENDA CAMBRIDGE 20 CM
7723;9057;VENDA CAMBRIDGE 5CM
10318;9163;VENDA CAMBRIDGE 7 CM
11260;10918;VIGABATRIN 500 MG X 60
16172;10676;VIMI KITS X 200GR
12858;VIS ENF $520;VISITA DE ENFERMERIA $520
15309;11917;VITAMINA D3
10683;10750;Vpap stellar
16184;10980;WHISPER FIJO
1767;XILO;XILOCAÍNA EN GEL
16046;10850;ZALEA DECARTABLE MARCA AMBOS 60X90
8226;8563;ZALEA DESCARTABLES
12548;10990;ZOLPIDEM 10 MG X 30 COMP
